Epoch,Loss,Top1 Acc,Top5 Acc,Class_0_Acc,Class_1_Acc,Class_2_Acc,Class_3_Acc,Class_4_Acc,Class_5_Acc
74,0.021734937382590337,0.9928333333333333,1.0,0.6755,0.5625,0.6015,0.575,0.4795,0.7095
75,0.0229363916105843,0.9928541666666667,1.0,0.643,0.482,0.6245,0.666,0.5,0.648
76,0.029226429461947798,0.9902916666666667,1.0,0.6105,0.533,0.655,0.536,0.6295,0.571
77,0.05200920787038437,0.982125,1.0,0.719,0.569,0.685,0.4605,0.4395,0.571
78,0.05369490963736704,0.9818541666666667,1.0,0.6345,0.506,0.5495,0.5785,0.61,0.6205
79,0.04353433867749603,0.9848333333333333,0.9999791666666666,0.637,0.441,0.6985,0.6,0.58,0.575
80,0.020774519257286253,0.9930625,1.0,0.727,0.58,0.637,0.544,0.4865,0.6055
81,0.016459757766502055,0.9949583333333333,0.9999791666666666,0.685,0.4635,0.7305,0.5295,0.5155,0.698
82,0.029978817098094926,0.9898333333333333,1.0,0.614,0.5795,0.6565,0.5055,0.5975,0.5695
83,0.03651006231542366,0.9875,1.0,0.685,0.3785,0.7055,0.58,0.535,0.6775
84,0.029392207750449113,0.9899583333333334,1.0,0.666,0.493,0.647,0.5825,0.5295,0.6875
85,0.026930183119159967,0.9909791666666666,1.0,0.6785,0.434,0.6175,0.5355,0.553,0.7065
86,0.04282648446461341,0.9847708333333334,1.0,0.6605,0.4595,0.6875,0.5535,0.498,0.6405
87,0.0489468185598962,0.9830625,1.0,0.6165,0.4025,0.628,0.6105,0.6015,0.699
88,0.047763806130969894,0.9837708333333334,1.0,0.6695,0.5905,0.498,0.5465,0.5575,0.676
89,0.03138123160674392,0.9895,1.0,0.508,0.485,0.7075,0.604,0.585,0.649
90,0.022751234286814,0.9923958333333334,1.0,0.6905,0.5535,0.6385,0.561,0.4765,0.6835
91,0.028101524696840595,0.9905833333333334,1.0,0.5855,0.546,0.64,0.5435,0.5935,0.655
92,0.026542881650665852,0.9906458333333333,1.0,0.572,0.512,0.541,0.5625,0.6265,0.681
93,0.02816578479039405,0.9903125,1.0,0.6365,0.5225,0.6685,0.4835,0.6015,0.6765
94,0.03263167000724934,0.9893958333333334,1.0,0.5385,0.508,0.5975,0.636,0.546,0.6595
95,0.03316965233402637,0.9885625,1.0,0.522,0.5735,0.5995,0.5655,0.612,0.645
96,0.036040099179216974,0.9875,1.0,0.588,0.46,0.5885,0.5265,0.564,0.7155
97,0.048163707344346524,0.9836458333333333,1.0,0.6165,0.546,0.6175,0.557,0.632,0.6155
98,0.02959130532987183,0.9899166666666667,1.0,0.656,0.555,0.6145,0.558,0.5185,0.6375
99,0.02464349418033089,0.9921041666666667,1.0,0.7065,0.571,0.633,0.468,0.4975,0.674
100,0.027909456333223108,0.9905208333333333,1.0,0.641,0.5205,0.642,0.6125,0.4675,0.657
101,0.027431345620716457,0.9908541666666667,1.0,0.6525,0.4615,0.685,0.5145,0.565,0.6745
102,0.03242764321834935,0.9893333333333333,1.0,0.5735,0.651,0.617,0.5695,0.4925,0.497
103,0.04213727936905343,0.9851666666666666,1.0,0.5845,0.534,0.664,0.63,0.551,0.576
104,0.0362696186475611,0.9884375,1.0,0.624,0.4375,0.56,0.688,0.512,0.6065
105,0.02832417721687428,0.9910833333333333,0.9999791666666666,0.7065,0.5275,0.6675,0.565,0.48,0.616
106,0.02225895816431148,0.9924583333333333,1.0,0.6165,0.49,0.5975,0.513,0.568,0.7435
107,0.03251648568329013,0.988875,1.0,0.639,0.548,0.6625,0.5405,0.52,0.683
108,0.040136560269689654,0.9870625,0.9999791666666666,0.681,0.5375,0.59,0.5475,0.541,0.6225
109,0.03971855810435954,0.9863333333333333,1.0,0.6225,0.3415,0.643,0.605,0.6235,0.647
110,0.03249616805879244,0.9894375,1.0,0.686,0.497,0.633,0.5325,0.4805,0.714
111,0.028575997028693866,0.9903333333333333,1.0,0.614,0.4445,0.628,0.662,0.572,0.6075
112,0.026599165605187106,0.99125,1.0,0.6095,0.449,0.6925,0.5685,0.5245,0.699
113,0.028345968664303656,0.9906041666666666,1.0,0.5975,0.4835,0.6605,0.5315,0.54,0.6715
114,0.03441150339349406,0.9887916666666666,0.9999791666666666,0.722,0.509,0.6645,0.537,0.46,0.664
115,0.03659360126738708,0.9870416666666667,0.9999791666666666,0.529,0.4415,0.558,0.563,0.6165,0.6715
116,0.030354525602189823,0.9895,1.0,0.6595,0.4795,0.673,0.597,0.5945,0.5025
117,0.027173255038738717,0.9908958333333333,1.0,0.6675,0.57,0.626,0.504,0.499,0.619
118,0.026377645787550138,0.9913958333333334,1.0,0.624,0.541,0.668,0.57,0.466,0.642
119,0.037270478395822766,0.9874583333333333,1.0,0.678,0.4895,0.681,0.5235,0.512,0.6975
120,0.04247243745772478,0.9854791666666667,1.0,0.6645,0.4945,0.6255,0.508,0.5715,0.686
121,0.03481980878279622,0.9874791666666667,1.0,0.634,0.4485,0.635,0.5755,0.5365,0.6775
122,0.03944792101640875,0.9865416666666667,1.0,0.711,0.476,0.707,0.5175,0.46,0.6825
123,0.02540729703065396,0.9915,1.0,0.6355,0.5025,0.634,0.617,0.5635,0.5915
124,0.014097935586973715,0.9960416666666667,1.0,0.667,0.5285,0.617,0.5705,0.592,0.6295
125,0.0077306105679066,0.9978125,1.0,0.678,0.478,0.69,0.569,0.5505,0.6685
126,0.004127159183207065,0.9991458333333333,1.0,0.684,0.512,0.68,0.5815,0.5785,0.635
127,0.0023361688259901712,0.9996666666666667,1.0,0.7165,0.547,0.6535,0.5545,0.5405,0.669
128,0.001250381249912607,0.9998125,1.0,0.6925,0.5545,0.655,0.537,0.543,0.6955
129,0.0008604642790329914,0.999875,1.0,0.694,0.504,0.664,0.5935,0.556,0.685
130,0.00044078895500812603,1.0,1.0,0.694,0.52,0.656,0.5655,0.5655,0.709
131,0.00044058454656139174,0.9999791666666666,1.0,0.698,0.537,0.6515,0.559,0.567,0.6795
132,0.00035846223046003917,1.0,1.0,0.7005,0.5125,0.6655,0.572,0.5515,0.703
133,0.00037453757069306446,0.9999791666666666,1.0,0.703,0.525,0.657,0.5745,0.5735,0.688
134,0.00037234314843226455,0.9999583333333333,1.0,0.6845,0.503,0.6775,0.5795,0.5605,0.7125
135,0.0005337859669598402,0.9999583333333333,1.0,0.7,0.4885,0.674,0.5975,0.5675,0.7035
136,0.00038177896767107694,0.9999791666666666,1.0,0.6935,0.5305,0.653,0.5825,0.5315,0.717
137,0.00037536580458011787,1.0,1.0,0.71,0.543,0.6605,0.574,0.552,0.68
138,0.0003811548342152188,0.9999791666666666,1.0,0.7145,0.526,0.67,0.5715,0.5265,0.714
139,0.00047908776725428956,0.9999375,1.0,0.665,0.5225,0.6805,0.588,0.5735,0.7035
140,0.0006157696813897928,0.9999583333333333,1.0,0.7015,0.526,0.6585,0.5705,0.5435,0.7195
141,0.0003872467271479157,1.0,1.0,0.7095,0.5585,0.652,0.581,0.5485,0.6835
142,0.0003823046959975424,1.0,1.0,0.7125,0.53,0.681,0.5685,0.5515,0.693
143,0.00038174581332229234,1.0,1.0,0.6955,0.5385,0.652,0.5805,0.5405,0.7195
144,0.00038663669497570176,1.0,1.0,0.701,0.54,0.67,0.571,0.5735,0.694
145,0.0003846412803880715,1.0,1.0,0.6955,0.5185,0.677,0.5695,0.572,0.71
146,0.00038431043830739023,1.0,1.0,0.6995,0.541,0.657,0.579,0.564,0.695
147,0.0003764302132622106,1.0,1.0,0.7065,0.5185,0.672,0.59,0.543,0.7125
148,0.00038475029818558446,1.0,1.0,0.715,0.5445,0.6695,0.578,0.5385,0.6995
149,0.0003822825762617867,1.0,1.0,0.7005,0.563,0.645,0.5585,0.565,0.708
150,0.00038061639512307013,1.0,1.0,0.703,0.5555,0.6575,0.569,0.5385,0.706
151,0.0003723223029228393,1.0,1.0,0.706,0.5455,0.662,0.578,0.5665,0.697
152,0.0003760907607793342,1.0,1.0,0.6975,0.5275,0.6775,0.5715,0.553,0.7175
153,0.00038093811726624456,1.0,1.0,0.691,0.5335,0.6755,0.581,0.5455,0.7145
154,0.00037333773218172915,1.0,1.0,0.6885,0.5405,0.6825,0.568,0.5465,0.709
155,0.0003869272544591998,1.0,1.0,0.698,0.5505,0.667,0.584,0.5495,0.7025
156,0.0003771487077950345,1.0,1.0,0.676,0.531,0.677,0.597,0.5595,0.7135
157,0.00038156673310246937,1.0,1.0,0.714,0.5465,0.6685,0.5595,0.5355,0.7195
158,0.0003712092836891922,1.0,1.0,0.715,0.548,0.6765,0.559,0.5415,0.6995
159,0.0003746379310808455,1.0,1.0,0.7015,0.5175,0.6945,0.5685,0.5695,0.7195
160,0.00037086228730913716,1.0,1.0,0.707,0.545,0.672,0.57,0.534,0.7165
161,0.0003633096546982415,1.0,1.0,0.7045,0.534,0.6925,0.56,0.534,0.721
162,0.000376074763063419,1.0,1.0,0.6925,0.5565,0.6635,0.59,0.551,0.704
163,0.0003687621563731227,1.0,1.0,0.7065,0.537,0.6865,0.5905,0.525,0.7115
164,0.0003611071736813756,1.0,1.0,0.69,0.554,0.67,0.5645,0.5565,0.712
165,0.0003562699425043926,1.0,1.0,0.6965,0.553,0.6525,0.592,0.543,0.7205
166,0.00035824748257679554,1.0,1.0,0.717,0.524,0.695,0.5775,0.542,0.717
167,0.00035766562857315876,1.0,1.0,0.691,0.5665,0.648,0.579,0.5505,0.709
168,0.00035225256447059413,1.0,1.0,0.697,0.5395,0.6855,0.5505,0.5795,0.7135
169,0.00033930847085139246,1.0,1.0,0.687,0.5185,0.7065,0.557,0.554,0.733
170,0.0003544984118101032,1.0,1.0,0.696,0.5625,0.677,0.5855,0.532,0.7015
171,0.00035321569973408864,1.0,1.0,0.696,0.5535,0.6815,0.5695,0.5615,0.71
172,0.00036874592393481485,1.0,1.0,0.6915,0.5065,0.708,0.568,0.5755,0.7005
173,0.0007411190080359423,0.9999791666666666,0.9999791666666666,0.7095,0.5445,0.67,0.556,0.5535,0.725
174,0.00065007972480574,0.9999583333333333,1.0,0.7045,0.51,0.6965,0.564,0.5295,0.764
175,0.00042032207515633975,0.9999791666666666,1.0,0.727,0.5435,0.6725,0.591,0.5415,0.701
176,0.00197267550957622,0.9995625,1.0,0.37,0.3645,0.6745,0.3225,0.7685,0.628
177,0.6591616860106587,0.7594583333333333,0.9974791666666667,0.6855,0.531,0.509,0.5765,0.568,0.708
178,0.39957453586161135,0.8556875,0.9995,0.6295,0.481,0.593,0.7,0.5205,0.406
179,0.24527067699780067,0.912375,0.9998541666666667,0.682,0.626,0.5215,0.581,0.5575,0.5015
180,0.16465263076871633,0.94225,0.9999375,0.686,0.4985,0.562,0.5895,0.5055,0.612
181,0.12768957839440553,0.9556041666666667,0.9999791666666666,0.6835,0.468,0.6835,0.6145,0.4305,0.566
182,0.09759709425037727,0.9670625,0.9999791666666666,0.5555,0.4905,0.606,0.547,0.559,0.674
183,0.08704157237615437,0.9693125,1.0,0.594,0.582,0.5585,0.5525,0.6135,0.5785
184,0.07066626975646553,0.9753333333333334,1.0,0.6415,0.554,0.5775,0.622,0.554,0.575
185,0.05762568015178355,0.98025,1.0,0.7295,0.4975,0.607,0.4965,0.55,0.597
186,0.05390310548975443,0.981625,1.0,0.751,0.4945,0.7225,0.4695,0.4485,0.5765
187,0.054213024785703355,0.9817291666666667,1.0,0.705,0.5735,0.6105,0.5385,0.4475,0.5945
188,0.033900006281988075,0.9888958333333333,1.0,0.5345,0.5195,0.601,0.641,0.638,0.5625
189,0.04107458467420656,0.9860625,1.0,0.6315,0.5765,0.589,0.546,0.5515,0.5995
190,0.0423175453809672,0.9852708333333333,1.0,0.6165,0.5705,0.663,0.475,0.501,0.6455
191,0.03901771414733957,0.9865208333333333,1.0,0.6235,0.47,0.6535,0.5935,0.501,0.668
192,0.04159445456182584,0.986,1.0,0.6835,0.4895,0.6405,0.5575,0.532,0.6565
193,0.0383420217197078,0.9869166666666667,0.9999791666666666,0.5905,0.538,0.54,0.575,0.575,0.657
194,0.03016512623555415,0.9896875,1.0,0.638,0.4615,0.619,0.5075,0.605,0.69
195,0.02229842157222447,0.9929583333333334,1.0,0.705,0.5,0.668,0.565,0.4735,0.6915
196,0.02051136189401344,0.9936666666666667,1.0,0.7615,0.4565,0.6235,0.5335,0.5165,0.663
197,0.027500217161568193,0.9912291666666667,1.0,0.565,0.4895,0.6085,0.537,0.579,0.729
198,0.03452350127279836,0.9877708333333334,1.0,0.627,0.54,0.6305,0.5115,0.4665,0.7395
199,0.04188901502340256,0.9860416666666667,1.0,0.691,0.485,0.618,0.5615,0.4635,0.7025
200,0.041570317130341816,0.9860833333333333,0.9999791666666666,0.636,0.5645,0.6235,0.542,0.436,0.6735
201,0.02606369762806571,0.9914166666666666,1.0,0.6085,0.523,0.64,0.628,0.5635,0.6055
202,0.02051746499359918,0.9931875,1.0,0.6305,0.5015,0.6445,0.5785,0.553,0.6395
203,0.011571023397137954,0.9964583333333333,1.0,0.622,0.4285,0.621,0.619,0.5885,0.6245
204,0.015600343826488824,0.9951041666666667,1.0,0.62,0.556,0.644,0.5875,0.494,0.654
205,0.02816223148779439,0.9906041666666666,1.0,0.652,0.5605,0.621,0.5305,0.5635,0.605
206,0.038852070438636775,0.9863958333333334,1.0,0.6215,0.56,0.628,0.5175,0.5095,0.6795
207,0.04768026381517605,0.9831041666666667,1.0,0.601,0.5115,0.6655,0.6015,0.4825,0.573
208,0.03180873895737265,0.9894375,1.0,0.5675,0.4845,0.6695,0.5805,0.569,0.692
209,0.034656804871861825,0.9880625,1.0,0.69,0.5165,0.658,0.5565,0.4885,0.666
210,0.024280556242127205,0.991875,1.0,0.658,0.448,0.7115,0.5345,0.4435,0.695
211,0.025650324286698986,0.9914375,1.0,0.567,0.505,0.6195,0.633,0.4695,0.6485
212,0.023369277066007877,0.9926458333333333,1.0,0.641,0.5255,0.6585,0.5315,0.5375,0.6605
213,0.025029607456817756,0.9915416666666667,1.0,0.622,0.465,0.636,0.5345,0.5955,0.7095
214,0.031163498620832494,0.9893541666666666,0.9999791666666666,0.6345,0.519,0.6365,0.562,0.499,0.642
215,0.025416103840844396,0.991625,1.0,0.63,0.4685,0.7265,0.6055,0.4825,0.606
216,0.02526715282841663,0.991625,1.0,0.645,0.4745,0.647,0.652,0.546,0.546
217,0.027452255742702013,0.9908333333333333,1.0,0.6515,0.538,0.651,0.611,0.4705,0.6035
218,0.0346075543887564,0.9880625,1.0,0.606,0.4905,0.664,0.523,0.5885,0.596
219,0.029306318913256593,0.9902708333333333,1.0,0.613,0.552,0.6835,0.55,0.495,0.5875
220,0.022199719614737358,0.99275,1.0,0.6835,0.588,0.556,0.529,0.5285,0.6175
221,0.020617896906653187,0.9930625,1.0,0.6205,0.558,0.544,0.471,0.6085,0.69
222,0.025595855090631326,0.9912291666666667,1.0,0.5755,0.4595,0.658,0.6125,0.5485,0.5825
223,0.031407117189606655,0.9898541666666667,1.0,0.6165,0.4865,0.621,0.5645,0.57,0.654
224,0.025974968393003412,0.9912291666666667,1.0,0.7135,0.4855,0.634,0.566,0.5055,0.6525
225,0.029232151560398052,0.9898541666666667,1.0,0.6435,0.4515,0.6605,0.5985,0.459,0.64
226,0.02663275820791023,0.9910625,1.0,0.632,0.511,0.706,0.611,0.4465,0.559
227,0.02374050878653846,0.992,1.0,0.6185,0.5115,0.6545,0.5685,0.5455,0.674
228,0.01946281701368086,0.9936875,1.0,0.578,0.5405,0.6475,0.576,0.516,0.6455
229,0.01870943440228196,0.9937083333333333,1.0,0.6355,0.4775,0.6455,0.4655,0.607,0.754
230,0.023729161147920726,0.9919583333333334,1.0,0.6145,0.5105,0.604,0.4955,0.6425,0.678
231,0.030661093042765666,0.9895833333333334,1.0,0.6575,0.4995,0.6205,0.5935,0.454,0.728
232,0.044294558512978255,0.9845208333333333,0.9999791666666666,0.6565,0.5665,0.576,0.577,0.5245,0.6325
233,0.03159347373018197,0.9893125,1.0,0.6925,0.465,0.635,0.563,0.478,0.71
234,0.03400551504585504,0.9880416666666667,1.0,0.5885,0.584,0.65,0.6185,0.466,0.621
235,0.030446923889947356,0.9898333333333333,1.0,0.614,0.491,0.6385,0.5615,0.497,0.6725
236,0.02409348097234033,0.9918958333333333,1.0,0.637,0.4845,0.6795,0.4405,0.5585,0.6825
237,0.022901722655825626,0.9922291666666667,0.9999791666666666,0.662,0.573,0.5805,0.483,0.5675,0.675
238,0.014820034509864247,0.9954166666666666,1.0,0.704,0.476,0.699,0.5075,0.4705,0.667
239,0.012121373085450613,0.9964791666666667,1.0,0.6695,0.5115,0.6745,0.5275,0.5615,0.6705
240,0.0073705998855778795,0.997875,1.0,0.667,0.514,0.612,0.539,0.63,0.632
241,0.013920908983753179,0.9952708333333333,1.0,0.623,0.5065,0.6075,0.5285,0.5855,0.62
242,0.03165126738741916,0.9892291666666667,0.9999791666666666,0.7025,0.5215,0.6125,0.5275,0.477,0.667
243,0.040725222431220266,0.9858958333333333,0.9999791666666666,0.6675,0.536,0.656,0.5495,0.5365,0.524
244,0.03213393254424833,0.9889166666666667,1.0,0.5865,0.4425,0.6795,0.5205,0.536,0.645
245,0.03991485766787082,0.9868125,1.0,0.614,0.527,0.6225,0.583,0.5515,0.588
246,0.03321955731344254,0.9889583333333334,1.0,0.6065,0.516,0.6115,0.557,0.5695,0.6075
247,0.020764958316537862,0.9935625,0.9999791666666666,0.6095,0.45,0.6745,0.5935,0.5475,0.654
248,0.016537095298748077,0.9948125,1.0,0.719,0.5035,0.597,0.549,0.4245,0.7375
249,0.01262036071216183,0.996375,1.0,0.652,0.5055,0.626,0.602,0.5625,0.573
250,0.013099720045613746,0.9958125,0.9999791666666666,0.6425,0.382,0.73,0.5985,0.5575,0.5675
251,0.018679522352317388,0.9939166666666667,1.0,0.598,0.4955,0.6865,0.5025,0.5905,0.606
252,0.03135142481411458,0.9890208333333333,1.0,0.6195,0.485,0.496,0.482,0.626,0.7265
253,0.0448236505377184,0.9849791666666666,1.0,0.6615,0.527,0.5875,0.507,0.5475,0.6495
254,0.04120386010652874,0.9858333333333333,1.0,0.6805,0.377,0.5865,0.574,0.52,0.7255
255,0.034406310099856154,0.988125,1.0,0.697,0.44,0.6235,0.4795,0.548,0.736
256,0.025512342538005515,0.9913958333333334,0.9999791666666666,0.6135,0.554,0.605,0.556,0.5035,0.7075
257,0.026407357750101557,0.9913333333333333,1.0,0.6325,0.48,0.652,0.5355,0.573,0.6105
258,0.03069717335741734,0.9894583333333333,1.0,0.6785,0.484,0.615,0.5555,0.5515,0.65
259,0.0236182763982409,0.992375,1.0,0.6475,0.463,0.6955,0.5465,0.5345,0.6595
260,0.018818382083942802,0.9940833333333333,1.0,0.607,0.4695,0.647,0.5995,0.578,0.6195
261,0.015694590419894665,0.9950833333333333,0.9999791666666666,0.7215,0.5005,0.628,0.5425,0.447,0.6585
262,0.018767227244039533,0.9938125,1.0,0.7375,0.471,0.6285,0.5665,0.5025,0.647
263,0.018202562282511887,0.9943333333333333,1.0,0.6705,0.436,0.627,0.602,0.556,0.6285
264,0.02613406742673639,0.9913958333333334,0.9999791666666666,0.6135,0.441,0.664,0.563,0.4935,0.707
265,0.02810928742902858,0.9907291666666667,1.0,0.694,0.456,0.609,0.4505,0.501,0.7575
266,0.0344850319979693,0.9877916666666666,1.0,0.6255,0.4385,0.5855,0.534,0.6145,0.664
267,0.03762552519563663,0.98675,1.0,0.632,0.443,0.544,0.576,0.541,0.758
268,0.031830114420115324,0.9894583333333333,1.0,0.643,0.523,0.583,0.598,0.533,0.6705
269,0.02334611504509424,0.992375,0.9999791666666666,0.639,0.5315,0.6555,0.5305,0.5675,0.6325
270,0.02485971242610443,0.9919583333333334,0.9999791666666666,0.696,0.4565,0.667,0.5945,0.53,0.6645
271,0.01327033707415103,0.9957291666666667,1.0,0.647,0.4865,0.6745,0.5895,0.5615,0.633
272,0.015765752197573115,0.9949791666666666,1.0,0.6195,0.56,0.645,0.562,0.5415,0.622
273,0.01375202012665007,0.9955,1.0,0.634,0.456,0.666,0.634,0.5545,0.6265
274,0.016896387491190882,0.9943125,1.0,0.6375,0.5445,0.6195,0.5755,0.4965,0.6025
