epoch,train_loss,eval_loss,eval_top1,eval_top5
0,1.5608007098908157,1.3350856218942475,60.16821868428958,95.36397316511464
1,1.2544975574132606,0.995670728453337,67.92830680036636,98.69830780014019
2,1.1639138582214728,0.9207566273550234,69.87083208170621,98.99869830780014
3,1.1239509036827788,0.929811825942764,69.9709622509262,98.99869830780014
4,1.1010759261028826,0.870586219803879,71.472914789226,98.92860718934615
5,1.0836946785285781,0.8682389974510561,71.77330529688595,99.06878942625413
6,1.0704388023517457,0.8661353129685027,70.86212075698408,98.70832081706219
7,1.0566901198979142,0.8535792775324567,72.1437869229999,99.12886752778613
8,1.0495983800612205,0.839228005479427,71.72324021303989,99.14889356163012
9,1.0411404053808024,0.8318336269895367,72.48422949834786,99.54941423851007
10,1.0306131367950508,0.794603180596453,74.00620807049164,99.48933613697807
11,1.0263602006752848,0.8108588204950115,73.02493241213578,99.45929708621208
12,1.0205037036108466,0.7774813141540637,74.3666766796836,99.45929708621208
13,1.0130361000040018,0.7835200223536466,73.85601281666166,99.58946630619806
14,1.0092872677865217,0.8404018152902419,71.59307099381785,99.43927105236808
15,1.0035790309542576,0.789471239326021,73.43546610670165,99.45929708621208
16,0.9967577145447745,0.7735396344835747,74.35666366276159,99.39921898468009
17,0.9952926718389583,0.7675538020137792,74.52688495043557,99.50936217082207
18,0.9933017216438105,0.7800702656713157,74.5469109850435,99.3191148493041
19,0.99040524235989,0.8034564642871812,73.5355962751577,99.23901071392811
20,0.9845889334945749,0.7751889167109374,74.42675478197951,99.44928406929007
21,0.9756368498281124,0.7682815261809595,74.41674176429358,99.54941423851007
22,0.9725564434180246,0.7778090385389457,73.8660258343476,99.46931010313408
23,0.9656234684069295,0.751823041959963,75.57825172877328,99.49934915390007
24,0.9586187248059213,0.7619779905220571,75.16771803344348,99.22899769700611
25,0.9565603600060644,0.7496619540685121,74.9774707119255,99.56944027235406
26,0.9527998977675145,0.745572637560323,75.62831681185541,99.53940122158807
27,0.9439098830612785,0.7308348508834648,76.18904576025126,99.63953139080805
28,0.9418960978833769,0.7409098609808963,75.61830379646128,99.54941423851007
29,0.9370790871050075,0.7671200585721002,74.41674176429358,99.53940122158807
30,0.9326080924551677,0.7620651908401638,75.18774406881533,99.57945328927606
31,0.9283094603168077,0.7929562580732298,73.02493241213578,99.53940122158807
32,0.9243492866679,0.7416289556225797,75.47812155802544,99.59947932312005
33,0.9212338612975058,0.725386302631348,76.15900670872134,99.60949234004205
34,0.9165470666902891,0.7300994891094782,75.58826474493135,99.57945328927606
35,0.9122731322208821,0.7210181220475171,75.97877240565323,99.58946630619806
36,0.9078918930256006,0.7297210411659242,75.57825172877328,99.61950535696405
37,0.9033996754003513,0.748555774100612,75.25783518574147,99.44928406929007
38,0.8982869346170277,0.7167998221623142,76.03885050642128,99.53940122158807
39,0.8955797523506417,0.7305738230516474,75.79853810105725,99.58946630619806
40,0.891959092833779,0.731220964215904,75.61830379646128,99.50936217082207
41,0.8872914345468043,0.7385079550638062,74.91739261115744,99.67958345849604
42,0.8856191135416127,0.7343462214427416,75.33793932264531,99.38920596775809
43,0.8804376500259309,0.7102106812122743,76.20907179409527,99.66957044157405
44,0.8767435130337381,0.7600645800724012,75.18774406881533,99.3591669169921
45,0.8728127182898333,0.7293356802056021,75.83859016721738,99.43927105236808
46,0.8695977181333047,0.7382015275193655,75.30790027187932,99.61950535696405
47,0.8650026093720296,0.7211335971123394,75.81856413337339,99.56944027235406
48,0.8607288084520562,0.7299068897225495,76.26914989486332,99.46931010313408
49,0.8572043943448938,0.7388175658197557,75.00750976421936,99.45929708621208
50,0.8503898542555677,0.7286895068424462,76.1189546425612,99.40923200160208
51,0.8489111928462544,0.7344992633062618,75.09762691498949,99.46931010313408
52,0.8446566339914026,0.7369829617344463,75.2478221695834,99.66957044157405
53,0.8407710225785731,0.7379835007533758,75.6483428456994,99.45929708621208
54,0.8377762226143268,0.7407789953188029,75.4881345764753,99.50936217082207
55,0.8326437665958597,0.7386362453749364,75.19775708573734,99.49934915390007
