Epoch,Loss,Top1 Acc,Top5 Acc,Class_0_Acc,Class_1_Acc,Class_2_Acc,Class_3_Acc,Class_4_Acc,Class_5_Acc
271,0.00435438521835808,0.9984375,1.0,0.686,0.59,0.6515,0.5665,0.5445,0.5885
272,0.0024464120666483685,0.999375,1.0,0.7175,0.541,0.641,0.5595,0.5625,0.661
273,0.0037682569155476813,0.9987291666666667,1.0,0.677,0.5305,0.6665,0.5675,0.599,0.6635
274,0.00219338861802916,0.999375,1.0,0.6805,0.4765,0.67,0.6015,0.5405,0.7155
275,0.0046324854520323625,0.9982708333333333,1.0,0.7175,0.532,0.6295,0.568,0.5615,0.695
276,0.0040964741300535765,0.9987916666666666,1.0,0.702,0.5465,0.654,0.605,0.52,0.671
277,0.00260090518587161,0.9994166666666666,1.0,0.714,0.5755,0.629,0.5565,0.531,0.6665
278,0.0042736568860652566,0.9985625,1.0,0.649,0.5145,0.653,0.612,0.4895,0.723
279,0.005065600279630435,0.9984583333333333,1.0,0.673,0.5405,0.6815,0.5995,0.562,0.606
280,0.0029471244803483503,0.999,1.0,0.6475,0.508,0.6885,0.612,0.524,0.674
281,0.003463384724391536,0.9988125,1.0,0.66,0.5105,0.624,0.6145,0.5885,0.6565
282,0.004415872014298889,0.998625,1.0,0.6735,0.5735,0.627,0.58,0.511,0.699
283,0.002206943304660404,0.9992291666666666,1.0,0.719,0.505,0.631,0.6065,0.474,0.7115
284,0.004273380322024811,0.9985625,1.0,0.6495,0.555,0.666,0.5915,0.5795,0.613
285,0.0038332393349899668,0.9986041666666666,1.0,0.688,0.5375,0.661,0.5965,0.5555,0.652
286,0.0035973707285907276,0.9988541666666667,1.0,0.6515,0.608,0.6235,0.5935,0.5575,0.6255
287,0.0033104196740446953,0.9989791666666666,1.0,0.7275,0.533,0.6235,0.572,0.536,0.6765
288,0.003779797682298792,0.9988333333333334,1.0,0.6915,0.462,0.664,0.6045,0.5995,0.649
289,0.002045234876775429,0.9992708333333333,1.0,0.6805,0.5335,0.664,0.5835,0.5625,0.629
290,0.0037340136205247843,0.9986875,1.0,0.702,0.5025,0.643,0.529,0.573,0.693
291,0.003574982272729737,0.99875,1.0,0.7015,0.532,0.6315,0.5305,0.5825,0.6905
292,0.0031033112558963736,0.9988125,1.0,0.711,0.481,0.633,0.5915,0.5715,0.694
293,0.003798446661446649,0.9991666666666666,1.0,0.665,0.598,0.6405,0.5825,0.574,0.6255
294,0.004113956213108262,0.9988958333333333,1.0,0.702,0.52,0.694,0.565,0.5305,0.6645
295,0.00278070354683346,0.9991666666666666,1.0,0.709,0.5165,0.6275,0.5455,0.5925,0.656
296,0.003112758853905722,0.9990625,1.0,0.7375,0.535,0.629,0.5945,0.5495,0.65
297,0.004416792558183379,0.9987708333333334,1.0,0.6505,0.398,0.7405,0.604,0.571,0.7075
298,0.002582928649329219,0.9991041666666667,1.0,0.639,0.5735,0.594,0.622,0.572,0.6645
299,0.00345966434306839,0.9988125,1.0,0.726,0.4715,0.662,0.5875,0.508,0.706
300,0.0027619329181297657,0.999,1.0,0.668,0.561,0.649,0.493,0.6325,0.6295
