epoch,train_loss,eval_loss,eval_top1,eval_top5
0,1.7298256916999817,1.6307105922698975,39.06666666666667,96.5
1,1.536768301486969,1.3295129588445027,47.34166666666667,98.44166666666666
2,1.4316007261276245,1.2550641832351686,50.31666666666667,98.55833333333334
3,1.379341296195984,1.1812169513702393,55.28333333333333,98.85
4,1.3425874406496683,1.1349007294972737,55.858333333333334,98.9
5,1.3146669510205586,1.1330472415288289,56.483333333333334,98.94166666666666
6,1.2952068325678507,1.0794409580230713,59.24166666666667,98.95
7,1.2742933417956035,1.0971035194396972,59.00833333333333,98.76666666666667
8,1.2590332199732464,1.0931693976720174,58.375,98.83333333333333
9,1.2422041139602662,1.0553439998626708,59.49166666666667,99.29166666666667
10,1.2318656663894654,1.0405964063008626,60.358333333333334,99.3
11,1.2180447759628297,1.0393248742421468,60.81666666666667,99.14166666666667
12,1.2113759421507517,1.0426410134633382,60.21666666666667,99.15833333333333
13,1.2016856983502706,1.017246236483256,61.78333333333333,99.19166666666666
14,1.1973428720633188,1.0318865008354188,60.725,99.23333333333333
15,1.1917320341269175,1.052929432551066,60.13333333333333,99.125
16,1.1794567668437959,0.9999127318064371,62.425,99.06666666666666
17,1.177676913658778,1.036914316813151,60.24166666666667,99.23333333333333
18,1.172036948521932,0.9881637190183004,62.45,99.23333333333333
19,1.161110959370931,1.0107646255493163,61.958333333333336,99.25
20,1.1578292353153228,0.9691759770711263,63.68333333333333,99.275
21,1.1462546660105388,1.0115607390403747,61.15833333333333,99.30833333333334
22,1.1432817669709523,0.9826437083880106,63.13333333333333,99.19166666666666
23,1.1321519705454508,1.0305038245519003,61.041666666666664,99.05
24,1.1228702592055002,0.9669310088157654,63.74166666666667,99.26666666666667
25,1.116514536937078,0.9832922903696696,62.65833333333333,99.13333333333334
26,1.1066455299854279,0.9551072986920675,63.625,99.38333333333334
27,1.1025566126505535,0.9822271256446838,62.775,99.18333333333334
28,1.0897746970653535,0.9504133156140645,64.04166666666667,99.425
29,1.0834827335675556,0.953147178808848,64.48333333333333,99.525
30,1.0760163373152416,0.9560250035921732,64.46666666666667,99.11666666666666
31,1.0678716311454772,0.9481497604052226,64.80833333333334,99.40833333333333
32,1.0603929754098256,0.9649706927935282,64.2,99.05
33,1.0565275245507557,0.9703800738652547,63.80833333333333,99.29166666666667
34,1.0424743689695994,0.9484745796521504,64.81666666666666,99.2
35,1.0417649265925089,1.0281508390108745,61.28333333333333,98.925
36,1.0308164304892222,0.9688786169687907,63.65,99.30833333333334
37,1.01944535223643,0.9776845806439718,63.775,99.075
38,1.0143357322216033,0.9808188978830973,63.266666666666666,99.28333333333333
39,1.0052600235144298,0.9822562454541525,63.333333333333336,99.05
40,1.000144993464152,0.9918083168665568,63.458333333333336,99.13333333333334
41,0.994185755332311,0.957179567972819,64.425,99.28333333333333
42,0.9839074027538299,0.9679549266497294,64.21666666666667,99.10833333333333
43,0.9778538719813029,0.9966227130889893,62.775,99.19166666666666
44,0.9697868696848552,0.9823832181294759,63.325,99.13333333333334
45,0.9617115502357483,0.9641903969446818,64.30833333333334,99.20833333333333
46,0.9595766064325968,0.9949716501235962,62.69166666666667,99.16666666666667
47,0.9457095852692922,0.992516897837321,63.708333333333336,99.1
48,0.9393987604777019,0.9699765254656474,64.475,99.05833333333334
49,0.933791599671046,1.0185049579938252,62.28333333333333,98.94166666666666
50,0.9269331423441569,0.9878337283134461,63.8,98.96666666666667
51,0.9233752496242523,1.0297163666089375,62.25,98.88333333333334
52,0.9145372025966644,1.014151217142741,63.233333333333334,98.80833333333334
53,0.9054379122257232,1.0358287936846415,63.225,98.69166666666666
54,0.9046299769878388,1.0644537499745688,61.975,98.85833333333333
55,0.8955944891770681,1.1159637662569681,58.61666666666667,98.90833333333333
56,0.8880570902824402,1.0286213892300924,63.00833333333333,98.69166666666666
57,0.8829092218081156,1.0585105158487955,61.59166666666667,98.48333333333333
58,0.876885550737381,1.015443144162496,63.7,98.875
59,0.8695287979443868,1.0114360303878784,63.733333333333334,98.89166666666667
60,0.8630713073412577,1.022743927637736,62.916666666666664,98.825
61,0.8624560393492381,1.0297501705487568,63.03333333333333,98.65833333333333
62,0.8515971930821736,1.0623653971354166,61.925,98.775
63,0.8468550546169281,1.034076631228129,62.416666666666664,98.85
64,0.8400730816523234,1.1178437813123068,60.983333333333334,98.18333333333334
65,0.8358872585296631,1.0396088177363079,63.24166666666667,98.70833333333333
66,0.8296047958532969,1.0397896577517192,63.416666666666664,98.63333333333334
67,0.8294190042018891,1.103234518845876,60.68333333333333,98.48333333333333
68,0.8186955659389495,1.0675556750297546,61.4,98.49166666666666
69,0.8114093936284383,1.0835735268592834,61.75833333333333,98.45833333333333
